customer_id,age,income_k,prior_orders,engagement_score,loyalty_index,price_sensitivity,new_customer,weeks_since_purchase,region_score,treatment,response,p_control,p_treat,true_uplift
C00000,24,48.12875409036924,1,0.42731731083831215,0.11403808412889471,0.5838975358735385,0,11.804824133060125,0.1951038552133674,0,0,0.12961066420320497,0.19703167836320915,0.06742101416000418
C00001,57,108.40262109680144,1,0.8437478462748716,1.5694737826299203,0.7228715422655625,0,12.633545856688812,0.8413970263814929,0,1,0.46558075678722166,0.3065764928603802,-0.15900426392684147
C00002,51,94.78181743169203,2,0.5330059225968066,1.1292978030534324,0.5259551564680092,0,7.627936594214589,0.14487017183958753,0,0,0.4070222369149427,0.26183726751457626,-0.14518496940036646
C00003,41,151.71286391515406,1,0.6513450235492761,1.0035544093847606,0.8267708529929901,0,5.353660090207834,-0.5060081939264898,0,1,0.42099707191088503,0.22288978564393358,-0.19810728626695145
C00004,40,96.76528076429824,0,0.801572731436301,0.43252784683050194,0.24181366679674088,1,11.984817674630476,-0.14155753655994124,1,1,0.2314832723265507,0.25915258568190697,0.027669313355356273
C00005,61,95.85568795533642,5,0.24806150079725253,1.0884235590387192,0.7173144719753463,0,8.333788415035205,-0.28354238142281224,1,1,0.3579558728582868,0.2800686176909452,-0.07788725516734157
C00006,24,80.32601795696017,6,0.525254626173782,1.270100271534544,0.2623080017808944,0,16.132333310616517,0.5681621319195349,0,0,0.36289169616080325,0.2554945598001745,-0.10739713636062875
C00007,53,107.86972428162215,3,0.5689491852168151,0.6386913651211388,0.01420724513289201,0,17.864765270747444,0.106652042269184,1,1,0.27996055755240096,0.1756929934959661,-0.10426756405643486
C00008,29,102.5023856349483,3,0.5292881715762072,0.7897727485882302,0.4075393919464648,0,14.003555243174446,-0.7942645825620018,1,0,0.26195529450267474,0.1757701229376085,-0.08618517156506625
C00009,24,120.04830023982547,0,0.6982016495406197,0.8551974780128595,0.304882781875623,1,10.163287030240518,-0.22196226411320275,1,0,0.25528155523136153,0.215418924027637,-0.03986263120372455
C00010,45,70.40295827815604,4,0.18870397193687485,1.0717143206836486,0.5695768372373261,0,18.12787443091323,-1.5259166990760864,1,1,0.1414043537764745,0.1344389997429507,-0.006965354033523802
C00011,66,72.80859075756905,2,0.3730749624683168,0.39729422144573223,0.44724272465688436,0,10.203601452899001,-0.1846031886504178,0,0,0.23326912926773175,0.22536382830219318,-0.00790530096553857
C00012,55,71.58511121446456,2,0.6633527317803086,0.7788105362958626,0.28702269421381804,0,6.604030547921971,0.001305867904248801,0,1,0.4356048377031676,0.28856058201218815,-0.14704425569097945
C00013,56,107.14244819301169,4,0.26953041532358235,1.109428604476832,0.7790185425778269,0,5.6232978178196475,1.8084482003859388,0,0,0.45154708595361787,0.38942426356681215,-0.06212282238680572
C00014,54,126.9544843283085,3,0.7999001610526163,0.997182271992628,0.1117544189751076,0,5.482492187744412,1.3484520608444754,0,1,0.6723320326667431,0.3659541954577943,-0.30637783720894884
C00015,57,72.15246619181958,2,0.8158965537201682,0.9918189764983087,0.43069671555323213,0,8.968151263324707,-1.0340745976463839,0,1,0.4418098041116153,0.2759171231594636,-0.1658926809521517
C00016,44,73.10633562179345,3,0.4638630437711789,0.9883591445945872,0.7879446769648715,0,11.315434080811343,0.20176941933177958,0,0,0.296823844327751,0.2967301099388596,-9.373438889137553e-05
C00017,26,93.79416226835437,5,0.58607603935727,1.4372896674789852,0.20894616261417548,0,1.9242153025704098,0.219310314122081,1,0,0.649875351363445,0.3236125763144791,-0.3262627750489659
C00018,60,78.11867799963876,3,0.47707597039419974,0.9613433347182213,0.044107098994602606,0,6.7553703621616785,-0.2304373527647899,1,1,0.4416651848897665,0.2325663648758489,-0.20909882001391764
C00019,41,111.65750228791691,2,0.5194832764141706,0.5861881638650004,0.6330323609541039,0,10.064255069736982,-0.16668852488121655,1,0,0.28769356902915827,0.22695981303839663,-0.06073375599076164
C00020,44,21.950235862666688,1,0.242519011777106,0.22414561195312568,0.8481852771623786,0,12.21813134580441,-0.3539497432921963,1,0,0.0902813815456587,0.19780898357380766,0.10752760202814896
C00021,37,61.85225868632695,2,0.6272749019577984,0.5470437135881925,0.11519500654299769,0,8.870386239600894,1.8727084868833057,1,1,0.3869179811621345,0.3224032118138885,-0.06451476934824601
C00022,28,63.09234264907951,3,0.28803399848833844,0.36569135049068574,0.327838698051908,0,10.222540669141704,-0.41618425343394433,1,0,0.19232120978522602,0.18315593736254532,-0.009165272422680698
C00023,64,20.030031653187947,3,0.7278762522576238,1.0572200037706605,0.45407153601567835,0,2.807387965047269,0.3409371435992682,0,1,0.5692219355544934,0.4692175995211122,-0.10000433603338121
C00024,57,58.01812355767349,3,0.48927186075479295,1.1110187992128926,0.37568391914512655,0,4.441066311612373,-2.5290301337291674,0,0,0.39277762001012717,0.19970565778656132,-0.19307196222356585
C00025,50,59.37562875631407,2,0.6615835089377422,0.5111170331648198,0.15342053720918322,0,8.695690813579633,0.8235683833998559,0,0,0.38247542375866483,0.3024367660545592,-0.08003865770410562
C00026,39,79.36906967347275,3,0.18486059663103713,0.7468887585043422,0.0,0,11.552755575949973,1.1842548072524361,0,1,0.24814535362765627,0.17990172493045783,-0.06824362869719844
C00027,59,116.16304496648738,3,0.3983306161026418,1.03490576542283,0.6915539960604602,0,10.156516460909303,-1.0520300291006222,1,0,0.3222695056374237,0.20850959014452203,-0.11375991549290165
C00028,46,78.13830176666033,3,0.5732109048978309,0.5107247364680367,0.5882209501677361,0,4.7558780671897445,-0.5118867500884194,0,1,0.39604808430940525,0.316486081027009,-0.07956200328239627
C00029,41,56.13721583240769,3,0.5839268324850007,0.9102998493296958,0.75762376279852,0,7.8171900322590275,0.4515035201263798,0,1,0.38181577279511586,0.3765870629069773,-0.005228709888138561
C00030,41,83.40527284602119,0,0.4979415174903056,0.7850086882323225,0.21924442617332135,1,16.559191714384042,0.01946069441244697,0,0,0.13167523161512518,0.17852934426813952,0.04685411265301434
C00031,30,114.37686140035778,3,0.7987994994110069,1.2770848789975986,0.5699084055609002,0,11.721291162982808,0.46636959051922316,1,1,0.49062590215492,0.30949090065413726,-0.18113500150078277
C00032,24,57.67315314878266,4,0.46349651100703365,0.6000080959897032,0.305231120542246,0,8.187334783217972,-0.2872410645747687,0,0,0.3143442307799309,0.2511366382034905,-0.06320759257644037
C00033,46,59.50390325019944,2,0.6072162291952318,0.9799970374993264,0.8432697286162137,0,3.870816191401765,1.8632653870515217,0,0,0.4771578895511147,0.47851885105666675,0.0013609615055520385
C00034,62,100.63937085967825,0,0.31825425237843846,0.05175649072674665,0.5121322369952421,1,5.433144414299614,-0.6697401321390095,0,0,0.1546344274831297,0.23042968547939982,0.07579525799627013
C00035,23,78.79698875953758,2,0.6552627654994441,1.0242738066477728,0.5752243533618953,0,9.032951811170365,2.6915747130482157,0,1,0.4360595776243128,0.4026623351580126,-0.033397242466300214
C00036,61,103.12957133986528,1,0.6970319162649135,0.5302534955484914,0.40719570423183327,0,10.379735493000032,1.241923917349136,1,0,0.3624045695876177,0.2879120571939655,-0.07449251239365218
C00037,59,84.6178898297317,3,0.6316441162203302,1.0004749760622564,0.6872558672688798,0,11.827817225507795,0.8321152873843225,0,1,0.40515822696354875,0.3659916185737331,-0.03916660838981567
C00038,33,104.64658214650788,7,0.6423285850086927,1.6073607466157822,0.7445672875389031,0,10.939927921944072,-1.0404776343573001,0,0,0.5128114013959995,0.3100154117046477,-0.20279598969135176
C00039,50,56.017812806862054,4,0.7507579209130112,1.2838578713693847,0.4937518620704059,0,7.148818188656575,0.9096823836949726,1,0,0.5819242442092805,0.4520601881230749,-0.12986405608620555
C00040,27,84.66162977792851,2,0.5922308839120344,0.6623531194562728,0.540815888772809,0,6.444475503037099,0.603938430680615,0,1,0.3683260526092846,0.2946575233020588,-0.07366852930722578
C00041,56,79.10067959783161,8,0.758811170614648,1.9532238175723664,0.37736042529310193,0,19.23494441144834,-2.1196104026729263,1,0,0.47067815829577975,0.233027969113596,-0.23765018918218375
C00042,53,50.95505412508434,4,0.4561397995073515,0.7682035975528443,0.739121757033826,0,6.217663390360579,-1.404600307221224,1,0,0.3348975563780153,0.30220628633476365,-0.032691270043251675
